brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Infinix,Zero 30 344,513.0,16.0,256.0,64.0,4500.0,6.9,18.0,No,Android,Tensor G4,4.8,January,2025.0
Google,Pixel 9 694,968.0,8.0,256.0,48.0,4500.0,5.7,33.0,No,Android,Dimensity 9300,4.3,April,2025.0
Apple,iPhone 16 Pro 141,661.0,4.0,256.0,200.0,4000.0,6.5,120.0,Yes,iOS,Helio G99,4.5,December,2025.0
Oppo,Reno 12 249,289.0,6.0,1024.0,12.0,6000.0,5.8,100.0,No,Android,Exynos 2400,4.4,January,2025.0
Vivo,Y100A 168,1159.0,4.0,128.0,48.0,4000.0,7.1,44.0,No,Android,Exynos 2400,4.0,July,2025.0
Realme,11 Pro+ 967,502.0,4.0,512.0,108.0,5500.0,6.4,100.0,Yes,Android,Snapdragon 6 Gen 1,3.8,March,2025.0
OnePlus,OnePlus 13 206,137.0,6.0,64.0,48.0,4500.0,5.8,33.0,No,Android,Snapdragon 7+ Gen 2,3.7,October,2025.0
Apple,iPhone 16 Pro Max 988,545.0,4.0,256.0,64.0,5000.0,5.7,44.0,Yes,iOS,Helio G99,3.8,July,2025.0
Apple,iPhone 16 Pro 236,1460.0,12.0,64.0,200.0,6000.0,5.6,120.0,Yes,iOS,A18 Pro,4.4,July,2025.0
Google,Pixel 9 Pro 43,491.0,12.0,128.0,64.0,5500.0,6.0,100.0,Yes,Android,Snapdragon 8 Gen 3,3.8,September,2025.0
Infinix,Zero 30 410,551.0,37.60618683589493,256.0,50.0,4500.0,5.6,33.0,Yes,Android,Snapdragon 7+ Gen 2,4.2,January,
Vivo,V30 209,416.0,16.0,128.0,48.0,5500.0,6.1,120.0,No,Android,Tensor G4,4.2,December,2025.0
Google,Pixel 9 122,383.0,12.0,512.0,50.0,4500.0,6.4,18.0,No,Android,Tensor G4,5.0,November,2025.0
Oppo,Find X7 302,1462.0,16.0,1024.0,200.0,5500.0,6.3,120.0,No,Android,Exynos 2400,3.7,January,2025.0
Samsung,Galaxy S24 576,718.0,6.0,256.0,200.0,4000.0,5.5,100.0,No,Android,Snapdragon 8 Gen 3,3.7,November,2025.0
Vivo,V29e 700,371.0,6.0,64.0,200.0,5500.0,5.7,100.0,Yes,Android,Snapdragon 6 Gen 1,3.6,January,2025.0
Oppo,A98 506,1426.0,6.0,256.0,64.0,5000.0,6.6,44.0,Yes,Android,Snapdragon 8 Gen 3,4.3,August,2025.0
Apple,iPhone 14 314,336.0,6.0,64.0,200.0,5000.0,5.6,33.0,No,iOS,Exynos 2400,3.6,April,2025.0
Samsung,Galaxy M55 965,626.0,12.0,64.0,50.0,6000.0,6.6,33.0,No,Android,Dimensity 9300,4.3,January,2025.0
Samsung,Galaxy M55 303,987.0,6.0,64.0,108.0,4000.0,6.3,18.0,Yes,Android,Exynos 2400,4.7,June,2025.0
Vivo,ERR,642.0,12.0,,108.0,5000.0,6.0,120.0,Yes,Android,Snapdragon 6 Gen 1,3.5,April,
Oppo,Find X7 464,785.0,6.0,64.0,50.0,5000.0,6.7,18.0,No,Android,Tensor G4,4.1,January,2025.0
Realme,GT 7 Pro 556,1251.0,8.0,128.0,200.0,4000.0,6.7,18.0,No,Android,Tensor G4,3.9,July,2025.0
Vivo,ERR,,4.0,64.0,12.0,5000.0,6.1,44.0,Yes,Android,Snapdragon 8 Gen 3,3.7,August,2025.0
Google,Pixel 9 Pro 669,684.0,4.0,256.0,64.0,5000.0,7.2,33.0,No,Android,A18 Pro,4.2,June,2025.0
Vivo,V30 861,546.0,6.0,64.0,50.0,4000.0,6.6,120.0,No,Android,Snapdragon 8 Gen 3,4.7,May,2025.0
Vivo,V29e 581,166.0,16.0,128.0,12.0,5500.0,5.9,100.0,No,Android,Snapdragon 6 Gen 1,3.9,February,2025.0
Realme,C65 479,723.0,12.0,128.0,200.0,4500.0,6.7,100.0,No,Android,Snapdragon 8 Gen 3,3.9,October,2025.0
Oppo,Find X7 736,711.0,16.0,1024.0,200.0,4500.0,6.6,120.0,Yes,Android,Snapdragon 6 Gen 1,4.8,July,2025.0
Samsung,Galaxy M55 229,837.0,6.0,1024.0,48.0,4000.0,6.7,18.0,No,Android,Helio G99,4.0,March,2025.0
Xiaomi,Redmi Note 14 Pro 199,1295.0,12.0,64.0,50.0,4500.0,5.8,120.0,Yes,Android,Tensor G4,4.5,June,2025.0
Apple,iPhone 16 Pro Max 629,1138.0,4.0,128.0,200.0,5000.0,6.2,65.0,Yes,iOS,Helio G99,3.5,July,2025.0
Google,Pixel 9 64,1129.0,6.0,512.0,64.0,4500.0,6.0,33.0,No,Android,Snapdragon 8 Gen 3,4.4,July,2025.0
Xiaomi,Mi 13 Ultra 791,1451.0,4.0,512.0,64.0,4000.0,7.2,65.0,No,Android,Snapdragon 8 Gen 3,4.8,March,2025.0
Vivo,V30 770,1483.0,4.0,512.0,64.0,4000.0,6.6,120.0,No,Android,Exynos 2400,3.5,March,2025.0
Vivo,X100 Pro 997,981.0,6.0,256.0,50.0,4500.0,5.8,33.0,No,Android,Tensor G4,3.8,July,2025.0
Apple,iPhone 16 Pro 656,1466.0,12.0,256.0,108.0,4000.0,6.1,33.0,Yes,iOS,Snapdragon 7+ Gen 2,4.4,December,2025.0
Xiaomi,Poco X6 Pro 195,577.0,43.56684721003492,1024.0,108.0,5500.0,6.3,100.0,No,Android,Tensor G4,10.95761240279428,ERR,2025.0
OnePlus,Nord CE 4 Lite 860,1386.0,8.0,1024.0,108.0,6000.0,7.1,65.0,Yes,Android,Snapdragon 8 Gen 3,4.8,March,2025.0
Infinix,Note 40 Pro 964,1435.0,4.0,512.0,50.0,5000.0,6.2,100.0,No,Android,A18 Pro,4.4,June,2025.0
Oppo,Reno 11 869,884.0,8.0,,50.0,5500.0,5.9,337.2782632113945,No,Android,Tensor G4,4.9,January,2025.0
Vivo,Y100A 261,664.0,6.0,64.0,12.0,5500.0,5.6,,Yes,Android,ERR,3.7,July,2025.0
Vivo,Y100A 136,654.0,4.0,512.0,12.0,6000.0,7.0,120.0,No,ERR,Tensor G4,4.3,ERR,2025.0
Xiaomi,Poco X6 Pro 816,899.0,4.0,1024.0,64.0,4500.0,5.9,18.0,Yes,Android,Dimensity 9300,4.2,September,2025.0
Infinix,Smart 8 932,,,128.0,12.0,4000.0,5.5,18.0,Yes,Android,Snapdragon 7+ Gen 2,4.9,January,2025.0
Realme,Narzo 70 153,779.0,4.0,64.0,48.0,5000.0,6.9,33.0,Yes,Android,Exynos 2400,4.5,August,2025.0
OnePlus,OnePlus 13R 130,1365.0,6.0,128.0,50.0,5500.0,6.7,65.0,No,Android,Snapdragon 7+ Gen 2,3.6,December,2025.0
Google,Pixel Fold 2 282,313.0,8.0,128.0,48.0,6000.0,5.5,65.0,No,Android,Helio G99,4.8,May,2025.0
Xiaomi,Mi 13 Ultra 150,193.0,16.0,64.0,48.0,,6.6,,Yes,Android,Exynos 2400,3.8,November,2025.0
Xiaomi,Mi 14 649,1094.0,8.0,256.0,50.0,4000.0,6.0,65.0,No,Android,Snapdragon 7+ Gen 2,4.1,September,2025.0
Infinix,Hot 40 763,1464.0,4.0,512.0,48.0,4000.0,6.9,18.0,Yes,Android,Exynos 2400,4.0,April,2025.0
Infinix,GT 20 Pro 845,1223.0,,256.0,48.0,5500.0,6.8,,No,Android,Snapdragon 6 Gen 1,4.1,November,
Vivo,X100 Pro 343,1048.0,6.0,256.0,48.0,4500.0,7.0,120.0,No,Android,Dimensity 9300,4.3,May,2025.0
Vivo,Y200 500,1417.0,4.0,512.0,12.0,6000.0,6.4,44.0,Yes,Android,Dimensity 9300,4.8,July,2025.0
Google,Pixel Fold 2 444,419.0,16.0,512.0,12.0,6000.0,6.3,100.0,No,Android,Snapdragon 7+ Gen 2,3.6,April,2025.0
Vivo,Y100A 418,498.0,4.0,64.0,50.0,6000.0,6.5,18.0,Yes,Android,Helio G99,4.8,June,2025.0
Infinix,Smart 8 968,852.0,16.0,64.0,64.0,5500.0,6.9,100.0,No,Android,A18 Pro,3.6,August,2025.0
OnePlus,Nord 4 567,901.0,6.0,841.3315517741663,48.0,4000.0,5.7,291.67339145096497,No,Android,Tensor G4,4.2,November,2025.0
Xiaomi,Redmi Note 14 Pro 348,927.0,8.0,128.0,64.0,6000.0,6.8,33.0,Yes,Android,Dimensity 9300,3.7,November,2025.0
Xiaomi,Mi 14 928,521.0,4.0,128.0,200.0,5500.0,5.5,33.0,Yes,Android,Snapdragon 8 Gen 3,4.7,March,2025.0
Samsung,Galaxy Z Fold6 52,900.0,12.0,128.0,200.0,5000.0,7.2,18.0,Yes,Android,A18 Pro,3.7,April,2025.0
Google,Pixel 7a 315,,16.0,1678.58436376798,,6000.0,7.1,18.0,No,Android,Dimensity 9300,3.7,December,2025.0
Vivo,V29e 376,1178.0,6.0,1024.0,12.0,6000.0,6.9,18.0,Yes,Android,Tensor G4,3.9,April,2025.0
Realme,C65 862,795.0,8.0,512.0,50.0,5500.0,6.5,,Yes,Android,Exynos 2400,17.1552691099838,ERR,2025.0
Samsung,Galaxy M55 627,1436.0,16.0,128.0,50.0,4000.0,6.8,44.0,Yes,Android,Snapdragon 6 Gen 1,3.5,May,2025.0
Oppo,A98 793,141.0,4.0,64.0,64.0,5500.0,6.4,33.0,No,Android,Tensor G4,3.9,August,2025.0
OnePlus,OnePlus 13R 126,148.0,8.0,1024.0,200.0,5500.0,5.7,65.0,Yes,Android,Tensor G4,4.2,June,2025.0
Infinix,Smart 8 143,1369.0,8.0,512.0,48.0,4000.0,5.6,100.0,Yes,Android,Helio G99,3.7,October,2025.0
Vivo,V29e 398,410.0,8.0,512.0,12.0,5500.0,6.0,120.0,Yes,Android,Snapdragon 6 Gen 1,4.6,February,2025.0
Vivo,Y100A 322,1315.0,8.0,256.0,48.0,4500.0,5.6,33.0,Yes,Android,Helio G99,5.0,August,2025.0
Infinix,GT 20 Pro 916,298.0,6.0,64.0,64.0,5500.0,6.3,18.0,Yes,Android,Snapdragon 6 Gen 1,3.9,May,2025.0
OnePlus,OnePlus 12 850,600.0,6.0,512.0,108.0,6000.0,5.9,100.0,Yes,Android,Snapdragon 7+ Gen 2,3.8,April,2025.0
Xiaomi,Poco F6 102,963.0,12.0,128.0,200.0,6000.0,6.7,120.0,Yes,Android,Snapdragon 7+ Gen 2,3.9,April,2025.0
Vivo,Y200 926,437.0,16.0,128.0,12.0,6000.0,6.6,120.0,Yes,Android,Snapdragon 8 Gen 3,4.6,May,2025.0
Xiaomi,Redmi Note 14 Pro 631,239.0,18.908723823618896,256.0,12.0,,7.0,100.0,No,Android,Snapdragon 7+ Gen 2,13.436990266204797,February,2025.0
Google,Pixel 8 615,531.0,6.0,1024.0,48.0,4000.0,5.5,44.0,Yes,Android,A18 Pro,3.6,March,2025.0
Google,Pixel Fold 2 32,820.0,6.0,64.0,64.0,5500.0,6.9,65.0,ERR,Android,Helio G99,4.1,ERR,
Xiaomi,Mi 13 Ultra 927,1021.0,35.989487330528824,128.0,108.0,5000.0,6.6,,Yes,Android,Exynos 2400,,April,2025.0
Xiaomi,Redmi Note 14 Pro 941,320.0,4.0,128.0,108.0,6000.0,6.9,120.0,Yes,Android,Dimensity 9300,4.2,April,2025.0
Oppo,A98 33,1286.0,6.0,1024.0,12.0,5500.0,5.8,120.0,Yes,Android,Exynos 2400,4.1,February,2025.0
Apple,ERR,126.0,6.0,1024.0,,6000.0,,100.0,No,iOS,Exynos 2400,4.7,April,2025.0
Apple,iPhone 15 23,824.0,4.0,512.0,108.0,4500.0,5.6,44.0,Yes,iOS,Helio G99,4.8,July,2025.0
Realme,GT 7 Pro 417,264.0,12.0,128.0,108.0,5500.0,5.7,33.0,Yes,Android,Tensor G4,3.9,October,2025.0
OnePlus,Nord CE 4 Lite 559,151.0,12.0,512.0,108.0,5500.0,7.1,44.0,No,Android,A18 Pro,4.9,April,2025.0
Infinix,GT 20 Pro 961,282.0,16.0,512.0,200.0,5000.0,6.9,18.0,No,Android,Tensor G4,3.9,March,2025.0
OnePlus,OnePlus 12 975,1061.0,16.0,512.0,108.0,4000.0,6.1,100.0,No,Android,Snapdragon 6 Gen 1,3.6,August,2025.0
Oppo,A98 197,1185.0,4.0,512.0,48.0,5500.0,7.1,18.0,Yes,Android,Exynos 2400,4.1,August,2025.0
Oppo,F27 Pro 320,672.0,4.0,512.0,12.0,6000.0,6.0,44.0,No,Android,Snapdragon 8 Gen 3,3.7,July,2025.0
Realme,11 Pro+ 320,317.0,12.0,512.0,50.0,5500.0,6.5,65.0,No,Android,Dimensity 9300,4.9,July,2025.0
OnePlus,OnePlus 12 59,627.0,6.0,512.0,108.0,6000.0,5.9,33.0,No,Android,A18 Pro,4.8,May,2025.0
Apple,iPhone 16 207,1369.0,4.0,128.0,64.0,6000.0,6.5,120.0,No,iOS,Helio G99,4.6,September,2025.0
Xiaomi,Poco F6 767,2468.4185259013784,4.0,128.0,50.0,5500.0,5.5,33.0,ERR,Android,ERR,4.8,March,2025.0
OnePlus,OnePlus 12 296,898.0,6.0,512.0,64.0,5000.0,7.0,44.0,No,Android,Exynos 2400,5.0,February,2025.0
Apple,iPhone 16 388,1284.0,6.0,64.0,50.0,4000.0,,100.0,No,iOS,Snapdragon 6 Gen 1,21.687402909027817,November,6840.5984097151495
Vivo,V30 189,699.0,4.0,64.0,200.0,5500.0,7.1,65.0,Yes,Android,Snapdragon 7+ Gen 2,4.8,July,2025.0
OnePlus,OnePlus 12 909,291.0,12.0,64.0,50.0,6000.0,6.1,33.0,No,Android,Tensor G4,5.0,May,2025.0
Infinix,GT 20 Pro 236,1021.0,16.0,512.0,50.0,6000.0,6.5,18.0,Yes,Android,Dimensity 9300,5.0,May,2025.0
OnePlus,OnePlus 13 548,1279.0,16.0,64.0,12.0,4500.0,6.9,18.0,Yes,Android,Tensor G4,3.7,April,2025.0
Oppo,ERR,691.0,8.0,1024.0,,6000.0,5.6,44.0,Yes,Android,Snapdragon 7+ Gen 2,4.5,June,2025.0
Samsung,Galaxy Z Fold6 335,811.0,8.0,128.0,200.0,6000.0,5.7,120.0,No,Android,Snapdragon 7+ Gen 2,3.6,May,2025.0
Oppo,A98 334,1441.0,12.0,256.0,200.0,6000.0,6.9,44.0,No,Android,Tensor G4,4.5,June,2025.0
Xiaomi,Mi 13 Ultra 539,1357.0,12.0,128.0,12.0,6000.0,6.0,65.0,No,Android,Snapdragon 8 Gen 3,4.8,August,2025.0
OnePlus,OnePlus 12 611,184.0,45.52948893991897,1024.0,108.0,6000.0,7.0,65.0,No,Android,Snapdragon 6 Gen 1,3.6,July,
Infinix,GT 20 Pro 983,596.0,12.0,256.0,12.0,5500.0,7.0,65.0,Yes,Android,Tensor G4,4.3,November,2025.0
Google,Pixel 9 654,538.0,8.0,64.0,108.0,4000.0,6.9,120.0,Yes,Android,Snapdragon 8 Gen 3,4.4,April,2025.0
Vivo,Y200 695,918.0,16.0,1024.0,200.0,4000.0,7.1,296.57645947300676,ERR,Android,Snapdragon 7+ Gen 2,,March,2025.0
ERR,Reno 11 16,1008.0,16.0,512.0,48.0,6000.0,5.9,65.0,No,Android,ERR,4.3,February,6252.585520611843
Xiaomi,Mi 13 Ultra 967,997.0,12.0,1476.9713397587582,200.0,5000.0,5.5,,No,Android,Snapdragon 7+ Gen 2,4.4,ERR,2025.0
Realme,GT 7 Pro 938,1181.0,12.0,512.0,12.0,6000.0,5.8,33.0,No,Android,Snapdragon 6 Gen 1,4.9,May,2025.0
Google,Pixel 9 Pro 47,141.0,8.0,128.0,108.0,4500.0,7.0,120.0,Yes,Android,Dimensity 9300,4.5,March,2025.0
Oppo,A98 898,1322.0,8.0,256.0,12.0,6000.0,5.8,18.0,Yes,Android,Snapdragon 7+ Gen 2,3.8,June,2025.0
Samsung,Galaxy M55 821,400.0,,1024.0,296.90096679381537,6000.0,7.2,100.0,Yes,Android,Exynos 2400,3.8,December,2025.0
Vivo,V30 973,488.0,4.0,512.0,48.0,5500.0,5.8,44.0,No,Android,Dimensity 9300,4.9,April,2025.0
OnePlus,ERR,853.0,4.0,512.0,48.0,4500.0,24.251972072010457,,No,Android,Snapdragon 6 Gen 1,4.7,November,2025.0
Apple,iPhone 16 Pro 7,336.0,8.0,512.0,64.0,4500.0,6.3,120.0,Yes,iOS,Tensor G4,3.8,August,2025.0
Infinix,GT 20 Pro 161,464.0,8.0,512.0,12.0,6000.0,6.6,120.0,Yes,Android,Tensor G4,4.5,March,2025.0
Samsung,Galaxy S24 820,1498.0,16.0,512.0,50.0,5000.0,5.7,120.0,Yes,Android,Tensor G4,3.8,May,2025.0
Samsung,Galaxy M55 841,278.0,8.0,128.0,200.0,4000.0,5.7,100.0,No,Android,Snapdragon 7+ Gen 2,4.8,January,2025.0
Samsung,Galaxy Z Fold6 173,1215.0,4.0,256.0,12.0,4500.0,5.9,33.0,Yes,Android,Snapdragon 7+ Gen 2,4.4,February,2025.0
Oppo,A98 582,1282.0,12.0,1024.0,200.0,5000.0,6.6,120.0,No,Android,Snapdragon 8 Gen 3,4.0,December,2025.0
Xiaomi,Mi 13 Ultra 126,882.0,16.0,512.0,48.0,5500.0,5.9,65.0,Yes,Android,A18 Pro,4.0,March,2025.0
Infinix,Zero 30 847,814.0,4.0,512.0,108.0,5000.0,7.2,44.0,No,Android,Exynos 2400,4.1,December,2025.0
Vivo,V29e 888,820.0,4.0,512.0,108.0,4500.0,6.3,33.0,Yes,Android,Snapdragon 6 Gen 1,3.7,April,2025.0
Samsung,Galaxy S24 Ultra 974,1381.0,4.0,64.0,48.0,5500.0,5.6,100.0,No,Android,Snapdragon 6 Gen 1,3.8,February,2025.0
Infinix,GT 20 Pro 896,429.0,4.0,128.0,108.0,4500.0,6.9,100.0,Yes,Android,Snapdragon 6 Gen 1,4.2,February,2025.0
Infinix,Zero 30 436,808.0,12.0,64.0,329.98127114539204,5000.0,7.1,44.0,Yes,Android,Helio G99,9.36173698464562,January,
ERR,iPhone 16 826,492.0,12.0,1838.9294232956595,12.0,4500.0,6.6,33.0,ERR,iOS,Snapdragon 6 Gen 1,4.1,September,2025.0
Realme,Narzo 70 772,1150.0,4.0,128.0,50.0,4000.0,5.7,100.0,Yes,Android,Snapdragon 8 Gen 3,3.8,July,2025.0
Oppo,Find X7 753,492.0,16.0,256.0,200.0,4000.0,6.3,18.0,Yes,Android,Exynos 2400,4.0,April,2025.0
Google,Pixel 9 Pro 537,1337.0,6.0,128.0,200.0,4000.0,5.9,100.0,Yes,Android,Snapdragon 7+ Gen 2,3.5,January,2025.0
Vivo,V29e 816,1220.0,16.0,512.0,12.0,5500.0,5.7,100.0,Yes,Android,Dimensity 9300,3.9,April,2025.0
Oppo,Reno 12 293,567.0,6.0,,108.0,5000.0,,100.0,Yes,ERR,Snapdragon 8 Gen 3,5.0,October,2025.0
Realme,GT Neo 6 43,1044.0,16.0,1024.0,64.0,6000.0,6.9,33.0,No,Android,Tensor G4,4.7,November,2025.0
Apple,iPhone 16 Pro 887,1204.0,4.0,128.0,,4500.0,6.4,100.0,Yes,ERR,ERR,3.8,February,2025.0
Xiaomi,Mi 14 617,,16.0,1024.0,50.0,4000.0,6.7,100.0,No,Android,Snapdragon 8 Gen 3,4.8,February,5870.092711169487
Vivo,X100 Pro 935,1495.0,6.0,64.0,279.10046378040613,5000.0,5.6,18.0,Yes,Android,Snapdragon 8 Gen 3,4.9,ERR,2025.0
Vivo,Y200 311,497.0,4.0,128.0,12.0,4000.0,6.5,65.0,No,Android,Dimensity 9300,4.3,September,2025.0
Apple,iPhone 16 Pro Max 228,933.0,8.0,1024.0,48.0,5500.0,5.7,65.0,Yes,iOS,Helio G99,3.7,August,2025.0
Samsung,Galaxy M55 741,3017.721717115672,6.0,128.0,12.0,5500.0,7.1,141.6613475448081,Yes,Android,Helio G99,4.9,July,2025.0
Samsung,Galaxy Z Fold6 711,1189.0,16.0,256.0,,6000.0,6.4,44.0,Yes,ERR,ERR,3.7,March,2025.0
Google,Pixel 8 418,1278.0,4.0,1303.496690787439,64.0,6000.0,5.5,,No,Android,Tensor G4,4.2,October,4252.884219644216
OnePlus,OnePlus 13 841,2349.196014401418,20.111008030559184,,48.0,5500.0,7.0,33.0,No,Android,Snapdragon 8 Gen 3,4.5,January,2025.0
Infinix,Hot 40 120,548.0,4.0,512.0,50.0,4500.0,7.2,100.0,Yes,Android,Exynos 2400,4.4,August,2025.0
Apple,iPhone 14 358,818.0,4.0,64.0,48.0,4000.0,7.1,33.0,No,iOS,Tensor G4,5.0,December,2025.0
Realme,11 Pro+ 590,809.0,12.0,64.0,48.0,4000.0,6.2,65.0,No,Android,A18 Pro,4.0,July,2025.0
Vivo,Y100A 23,1218.0,16.0,256.0,48.0,5000.0,6.8,65.0,Yes,Android,Snapdragon 6 Gen 1,3.5,April,2025.0
Vivo,V30 78,823.0,6.0,,108.0,,6.0,33.0,No,Android,A18 Pro,4.0,March,2025.0
ERR,Galaxy S24 554,898.0,12.0,1984.9323533511179,12.0,6000.0,6.3,44.0,No,Android,Dimensity 9300,4.9,April,2025.0
Realme,ERR,857.0,8.0,512.0,12.0,4000.0,6.1,65.0,No,Android,Snapdragon 8 Gen 3,3.9,June,
OnePlus,Nord CE 4 Lite 98,1064.0,6.0,512.0,200.0,6000.0,6.0,100.0,No,Android,Tensor G4,4.4,December,2025.0
Google,Pixel 7a 684,1426.0,4.0,64.0,108.0,5000.0,6.6,100.0,No,Android,A18 Pro,5.0,December,2025.0
Apple,iPhone 14 585,715.0,4.0,128.0,200.0,4000.0,6.1,100.0,Yes,iOS,Exynos 2400,4.9,May,2025.0
Xiaomi,Mi 14 308,1038.0,12.0,64.0,12.0,5500.0,5.8,100.0,Yes,Android,Exynos 2400,3.9,January,2025.0
Google,Pixel Fold 2 357,670.0,16.0,64.0,64.0,5500.0,6.1,120.0,Yes,Android,Snapdragon 8 Gen 3,4.8,February,2025.0
Infinix,ERR,825.0,12.0,128.0,12.0,4500.0,6.0,157.81852192236082,No,Android,Dimensity 9300,4.8,July,2025.0
ERR,Pixel 9 125,1300.0,16.0,256.0,64.0,,,65.0,No,Android,Dimensity 9300,3.7,September,2025.0
ERR,Pixel 9 Pro 793,966.0,4.0,,64.0,6000.0,6.8,44.0,No,Android,A18 Pro,4.0,December,2025.0
Realme,GT Neo 6 840,1317.0,6.0,512.0,50.0,5500.0,6.2,65.0,Yes,Android,Helio G99,4.7,August,2025.0
Xiaomi,Poco F6 298,1255.0,6.0,64.0,200.0,5000.0,6.6,100.0,Yes,Android,Snapdragon 8 Gen 3,4.1,September,2025.0
Samsung,Galaxy A75 456,1034.0,16.0,64.0,48.0,6000.0,6.1,18.0,No,Android,Snapdragon 8 Gen 3,4.0,January,2025.0
OnePlus,OnePlus 12 505,299.0,12.0,512.0,50.0,4000.0,6.5,65.0,ERR,Android,ERR,4.6,July,2025.0
ERR,Narzo 70 166,1042.0,6.0,256.0,64.0,6000.0,,120.0,Yes,Android,Snapdragon 6 Gen 1,4.7,November,7558.9945880600735
Vivo,Y100A 296,1165.0,6.0,64.0,48.0,4500.0,6.2,65.0,Yes,Android,Snapdragon 6 Gen 1,3.7,November,2025.0
Google,Pixel 8 114,1139.0,12.0,128.0,50.0,5500.0,6.2,120.0,No,Android,Exynos 2400,4.8,June,2025.0
Vivo,V29e 794,151.0,6.0,512.0,108.0,4500.0,6.1,100.0,No,Android,Snapdragon 8 Gen 3,3.6,June,2025.0
Realme,C65 744,830.0,4.0,512.0,48.0,4500.0,6.8,120.0,No,Android,Snapdragon 8 Gen 3,5.0,September,2025.0
Oppo,ERR,166.0,8.0,64.0,12.0,6000.0,6.4,65.0,Yes,ERR,Tensor G4,3.7,ERR,2025.0
Infinix,GT 20 Pro 156,858.0,4.0,256.0,200.0,6000.0,7.0,100.0,Yes,Android,Dimensity 9300,4.4,June,2025.0
Infinix,Zero 30 598,318.0,6.0,64.0,50.0,4500.0,5.7,44.0,Yes,Android,Snapdragon 6 Gen 1,3.8,November,2025.0
Vivo,X100 Pro 598,773.0,12.0,1028.783412672319,12.0,4000.0,7.2,65.0,Yes,Android,Snapdragon 6 Gen 1,,ERR,2025.0
Samsung,Galaxy A75 923,1199.0,12.0,256.0,12.0,6000.0,6.1,100.0,Yes,Android,Dimensity 9300,3.5,June,2025.0
Realme,11 Pro+ 753,1274.0,6.0,1024.0,64.0,4000.0,6.8,44.0,ERR,ERR,A18 Pro,4.3,February,2025.0
Infinix,Note 40 Pro 754,736.0,6.0,256.0,50.0,6000.0,6.0,100.0,No,Android,Helio G99,4.9,April,2025.0
Google,Pixel 8 153,920.0,4.0,256.0,200.0,4000.0,5.5,18.0,Yes,Android,Helio G99,3.5,April,2025.0
Apple,iPhone 14 545,497.0,4.0,128.0,50.0,4500.0,5.9,33.0,Yes,iOS,Snapdragon 7+ Gen 2,3.8,October,2025.0
Google,Pixel 8 349,1397.0,6.0,64.0,48.0,4000.0,5.6,100.0,Yes,Android,Snapdragon 8 Gen 3,4.8,April,2025.0
Google,Pixel 7a 566,983.0,4.0,512.0,50.0,5000.0,6.8,100.0,Yes,Android,Dimensity 9300,4.0,January,2025.0
Realme,GT 7 Pro 653,471.0,16.0,256.0,200.0,5000.0,7.1,44.0,Yes,Android,Dimensity 9300,3.7,March,2025.0
Google,Pixel Fold 2 280,947.0,6.0,128.0,12.0,6000.0,7.2,120.0,No,Android,Exynos 2400,4.2,July,2025.0
Samsung,Galaxy Z Fold6 943,230.0,6.0,256.0,108.0,4500.0,6.4,33.0,No,Android,Tensor G4,3.7,April,2025.0
Samsung,Galaxy A75 349,753.0,12.0,1024.0,48.0,6000.0,7.1,65.0,Yes,Android,Dimensity 9300,3.6,February,2025.0
OnePlus,OnePlus 12 388,118.0,8.0,64.0,48.0,6000.0,6.2,44.0,Yes,Android,Snapdragon 8 Gen 3,4.6,April,2025.0
OnePlus,OnePlus 12 33,926.0,4.0,256.0,12.0,4500.0,6.9,44.0,No,Android,ERR,4.2,August,8203.589532881253
Vivo,X100 Pro 228,112.0,16.0,512.0,12.0,4500.0,6.7,33.0,Yes,Android,Tensor G4,4.5,March,2025.0
Realme,C65 668,298.0,16.0,128.0,12.0,4000.0,6.1,44.0,No,Android,Snapdragon 6 Gen 1,4.5,July,2025.0
Google,Pixel 7a 237,1080.0,8.0,1024.0,12.0,4500.0,6.7,120.0,No,Android,Helio G99,4.5,October,2025.0
Realme,GT 7 Pro 9,634.0,8.0,64.0,12.0,4000.0,6.9,65.0,Yes,Android,Helio G99,4.4,October,2025.0
Apple,iPhone 16 Pro Max 449,727.0,12.0,2096.4368489530843,64.0,5000.0,,65.0,No,iOS,Helio G99,3.8,July,2025.0
Vivo,V29e 185,126.0,12.0,512.0,200.0,4000.0,5.6,18.0,Yes,Android,Helio G99,3.7,April,2025.0
Xiaomi,Redmi Note 14 Pro 931,380.0,8.0,64.0,48.0,5000.0,7.2,65.0,Yes,Android,Tensor G4,4.5,July,2025.0
Vivo,Y100A 461,926.0,4.0,1024.0,12.0,4000.0,6.2,18.0,Yes,ERR,Snapdragon 7+ Gen 2,3.6,November,4371.50850968613
Vivo,X100 Pro 34,1325.0,6.0,1024.0,200.0,5500.0,6.9,100.0,No,Android,Helio G99,3.8,April,2025.0
Realme,Narzo 70 451,502.0,12.0,64.0,108.0,4500.0,6.2,65.0,No,Android,Exynos 2400,5.0,October,2025.0
Google,Pixel 7a 892,501.0,12.0,128.0,48.0,5000.0,6.8,44.0,No,Android,Snapdragon 6 Gen 1,3.7,October,2025.0
Realme,GT 7 Pro 979,631.0,4.0,128.0,48.0,5500.0,6.0,65.0,Yes,Android,Snapdragon 6 Gen 1,4.1,March,2025.0
